idno,netustm,ppltrst,vote,prtvtddk,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
80149,120,8,Yes,Socialdemokratiet - The Social democrats,1973,Never too young,Female,1955,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,28,28,Not applicable,Not applicable,59
80193,Not applicable,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1956,62,Female,1940,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,60,60,Not applicable,Not applicable,53
80200,600,9,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2008,60,Female,1989,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,37,32000,Not applicable,50
80205,Not applicable,You can't be too careful,Yes,Don't know,1994,40,Female,1970,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,33,33,23500,25500,53
80321,120,2,Yes,Socialdemokratiet - The Social democrats,1986,55,Male,1968,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,37,34000,Not applicable,70
80328,180,8,Yes,Socialdemokratiet - The Social democrats,1989,60,Male,1965,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,35,35,29000,27000,59
80377,120,9,Yes,Kristendemokraterne - Christian Democrats,1991,60,Female,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",21,37,40,38000,50000,59
80397,Not applicable,7,Yes,Dansk Folkeparti - Danish People's Party,1960,No answer,Male,1949,Folkeskole 6.-8. klasse,0,45,45,Not applicable,Not applicable,62
80444,90,9,Yes,Dansk Folkeparti - Danish People's Party,1960,60,Male,1940,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",17,Not applicable,48,Not applicable,Not applicable,52
80448,60,8,Yes,Socialdemokratiet - The Social democrats,1988,No answer,Male,1965,Folkeskole 9.-10. klasse,12,25,25,Not applicable,Not applicable,50
80527,430,7,Yes,Socialdemokratiet - The Social democrats,"Still in parental home, never left 2 months",50,Male,1984,Folkeskole 9.-10. klasse,9,37,37,Not applicable,Not applicable,46
80559,150,2,Yes,Det Konservative Folkeparti - Conservative People's Party,1991,60,Male,1973,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,45,45,50000,Not applicable,61
80595,183,5,Yes,Alternativet - The Alternative,1985,Don't know,Female,1965,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,Not applicable,60,300000,Not applicable,60
80601,360,6,Yes,Don't know,2013,40,Male,1995,Other,13,20,20,18000,20000,68
80612,120,7,Yes,Socialdemokratiet - The Social democrats,1981,55,Male,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,37,32000,Not applicable,93
80674,720,7,Yes,Det Konservative Folkeparti - Conservative People's Party,1988,50,Male,1971,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,70,Don't know,Not applicable,60
80806,360,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1992,60,Male,1970,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,45,50000,55000,68
80911,90,8,Yes,Socialdemokratiet - The Social democrats,1992,50,Female,1975,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,37,25000,27000,59
81022,610,4,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2000,59,Female,1984,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17,37,40,25200,30000,52
81090,30,9,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1973,Never too young,Female,1954,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",31,40,50,Not applicable,Not applicable,88
81161,230,3,Not eligible to vote,Not applicable,2011,59,Female,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,10,9,11000,Not applicable,107
81198,120,5,No,Not applicable,2013,60,Male,1994,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,40,48,43000,50000,64
81304,60,7,Yes,Dansk Folkeparti - Danish People's Party,2005,50,Male,1986,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12,37,37,28000,Not applicable,52
81488,60,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1970,60,Female,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,50,Not applicable,Not applicable,68
81599,240,9,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2001,65,Female,1982,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",18,Don't know,Don't know,Not applicable,Not applicable,55
81609,120,9,Yes,Det Radikale Venstre - The Radical Liberal Party,1994,70,Female,1977,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,37,500000,Not applicable,54
81636,150,3,Yes,Socialdemokratiet - The Social democrats,1988,Don't know,Female,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,37,32000,Not applicable,57
81734,300,7,Yes,Socialdemokratiet - The Social democrats,1988,50,Female,1969,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,Not applicable,50,Not applicable,Not applicable,65
81867,510,6,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",62,Female,2001,Folkeskole 9.-10. klasse,9,7,7,1867,Not applicable,61
81874,Not applicable,5,No,Not applicable,1952,50,Male,1932,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,37,Not applicable,Not applicable,81
82020,120,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1981,55,Female,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,30,30,29000,39000,66
82073,210,7,No,Not applicable,1993,67,Male,1974,Folkeskole 9.-10. klasse,0,50,50,25000,Not applicable,59
82127,240,6,Yes,Enhedslisten - Unity List - The Red-Green Alliance,"Still in parental home, never left 2 months",60,Female,1995,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12,Not applicable,Not applicable,Not applicable,Not applicable,43
82130,90,8,No,Not applicable,1971,25,Male,1951,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,37,Not applicable,Not applicable,62
82155,540,8,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",65,Male,2000,Folkeskole 9.-10. klasse,12,Not applicable,Not applicable,Not applicable,Not applicable,41
82157,120,9,Yes,Socialdemokratiet - The Social democrats,1972,64,Male,1954,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,40,Not applicable,Not applicable,53
82227,30,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1968,Never too young,Female,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,22,22,Not applicable,Not applicable,74
82254,270,7,Yes,Socialdemokratiet - The Social democrats,1980,65,Male,1963,Folkeskole 9.-10. klasse,9,37,50,27500,Not applicable,52
82263,10,3,Yes,Refusal,1962,50,Female,1942,Folkeskole 6.-8. klasse,8,37,37,Not applicable,Not applicable,38
82352,Not applicable,Most people can be trusted,Don't know,Not applicable,1939,Don't know,Female,1929,Folkeskole 9.-10. klasse,9,Not applicable,Not applicable,Not applicable,Not applicable,49
82359,540,7,No,Not applicable,"Still in parental home, never left 2 months",55,Male,2002,Folkeskole 9.-10. klasse,0,8,8,No answer,No answer,52
82483,180,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,2012,66,Male,1992,Universitetsbachelor. 1. del af kandidatuddannelse,18,37,37,29000,Not applicable,66
82683,600,9,Yes,Liberal Alliance - Liberal Alliance,1990,50,Male,1967,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",21,60,60,Don't know,Refusal,136
82701,600,You can't be too careful,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1975,17,Male,1956,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,20,920000,Not applicable,57
82710,60,Most people can be trusted,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1961,62,Male,1946,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",9,45,45,Not applicable,Not applicable,55
82733,270,8,No,Not applicable,2011,60,Female,1991,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,32,40,27000,37000,54
82755,182,9,Yes,Dansk Folkeparti - Danish People's Party,1972,59,Male,1955,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",19,37,40,Not applicable,Not applicable,64
82813,90,6,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1965,67,Female,1950,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",11,40,40,Not applicable,Not applicable,48
82832,Not applicable,8,Yes,Dansk Folkeparti - Danish People's Party,1974,60,Male,1951,Folkeskole 6.-8. klasse,9,37,37,Not applicable,Not applicable,67
82855,450,3,Yes,Socialdemokratiet - The Social democrats,2009,45,Male,1990,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",22,37,43,Not applicable,Not applicable,52
82889,600,6,Yes,SF Socialistisk Folkeparti - Socialist People's Party,2017,50,Male,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",12,0,6,Not applicable,Not applicable,42
82898,15,5,Yes,Socialdemokratiet - The Social democrats,1976,50,Female,1956,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,31,31,27000,30000,45
82901,30,5,Yes,Socialdemokratiet - The Social democrats,1969,Don't know,Female,1951,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",9,37,37,Not applicable,Not applicable,82
82975,600,7,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2001,55,Female,1983,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",13,18,18,Not applicable,Not applicable,58
82985,60,5,Yes,Det Konservative Folkeparti - Conservative People's Party,1966,50,Male,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",40,20,20,30000,Not applicable,62
83000,240,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1977,65,Female,1960,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,37,37,38000,50000,52
83052,330,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2016,55,Female,1995,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16,32,33,No answer,No answer,66
83084,240,2,Yes,Don't know,1970,45,Female,1954,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",11,32,32,Not applicable,Not applicable,69
83098,120,5,Yes,Socialdemokratiet - The Social democrats,1977,Don't know,Female,1959,Folkeskole 9.-10. klasse,9,37,37,Not applicable,Not applicable,79
83115,480,5,Yes,Refusal,2018,40,Female,1991,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,37,Not applicable,Not applicable,28
83254,150,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1974,60,Male,1954,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,5,5,230000,Not applicable,58
83279,Not applicable,5,Yes,Socialdemokratiet - The Social democrats,1942,Don't know,Male,1931,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,40,45,Not applicable,Not applicable,74
83346,120,8,Not eligible to vote,Not applicable,2004,60,Female,1983,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,31000,Not applicable,
83385,270,7,Yes,Liberal Alliance - Liberal Alliance,2005,60,Male,1984,"Forskeruddannelse. Ph.d., doktor",20,37,45,50000,53000,59
83422,30,6,Yes,Dansk Folkeparti - Danish People's Party,1976,60,Male,1955,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17,36,36,40000,Not applicable,37
83444,180,4,Not eligible to vote,Not applicable,No answer,60,Female,2003,Folkeskole 6.-8. klasse,8,2,2,0,Not applicable,38
83476,480,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1985,60,Female,1966,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,37,40,35000,Not applicable,66
83616,305,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2005,60,Female,1986,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,38,32500,Not applicable,79
83738,480,8,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",40,Female,2002,Folkeskole 9.-10. klasse,10,0,7,Not applicable,Not applicable,52
83816,480,9,Yes,Refusal,1993,55,Female,1976,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,40,38500,Not applicable,126
83829,60,8,Yes,Socialdemokratiet - The Social democrats,1985,40,Female,1967,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,31,33,18000,Not applicable,56
83863,420,8,Yes,Dansk Folkeparti - Danish People's Party,1998,60,Male,1978,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",17,18,20,40000,Not applicable,68
84015,240,8,Yes,Refusal,1990,54,Female,1973,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,30,2,Refusal,31000,59
84044,600,8,Not eligible to vote,Not applicable,2015,40,Male,2000,Folkeskole 9.-10. klasse,10,20,20,15000,Not applicable,57
84103,915,You can't be too careful,No,Not applicable,1974,60,Male,1957,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,50,Don't know,Not applicable,60
84157,Not applicable,7,Yes,Don't know,1960,60,Female,1944,Folkeskole 6.-8. klasse,8,30,30,Not applicable,Not applicable,51
84167,240,7,Yes,Other,2012,30,Male,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,40,36000,Not applicable,38
84222,120,7,Yes,Socialdemokratiet - The Social democrats,1970,62,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,60,Not applicable,Not applicable,58
84234,540,Most people can be trusted,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1999,55,Male,1981,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,45,67000,45000,57
84238,180,8,Yes,Socialdemokratiet - The Social democrats,2006,50,Male,1986,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",4,35,31,Refusal,38000,84
84257,360,5,No,Not applicable,2006,30,Female,1987,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,38,39,29000,Not applicable,53
84314,Not applicable,6,Yes,Socialdemokratiet - The Social democrats,1971,Never too young,Male,1946,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12,40,40,Not applicable,Not applicable,81
84317,120,8,Yes,Refusal,1959,65,Male,1942,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",10,No answer,8,Not applicable,Not applicable,61
84320,480,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2018,55,Male,1995,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,30,30,Not applicable,Not applicable,36
84435,60,4,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1996,55,Male,1973,Folkeskole 9.-10. klasse,11,37,40,41500,47000,56
84437,600,7,Yes,Socialdemokratiet - The Social democrats,1995,65,Female,1971,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13,37,45,35000,Not applicable,52
84475,722,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1986,5,Female,1968,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",2,37,45,55000,Not applicable,66
84500,60,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1975,70,Male,1959,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,70,70,1000000,Not applicable,47
84533,Not applicable,5,Yes,Socialdemokratiet - The Social democrats,1957,Don't know,Male,1939,Folkeskole 6.-8. klasse,21,40,40,Not applicable,Not applicable,59
84771,540,6,Yes,Det Radikale Venstre - The Radical Liberal Party,2013,55,Male,1992,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,20,20,Not applicable,Not applicable,54
84926,90,8,Yes,Socialdemokratiet - The Social democrats,1973,60,Female,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,37,Not applicable,Not applicable,44
84956,180,7,Yes,Socialdemokratiet - The Social democrats,1981,60,Female,1961,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,30,31,No answer,No answer,61
84960,300,4,Yes,Socialdemokratiet - The Social democrats,1993,67,Male,1973,Folkeskole 9.-10. klasse,0,37,37,Not applicable,Not applicable,54
84988,120,Most people can be trusted,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1974,50,Female,1957,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,30,30,30000,35000,65
85013,120,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1968,62,Female,1948,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,35,35,Not applicable,Not applicable,49
